Date,TOTAL,13069,13070,13071,13072,13073,13074,13075,13076,13077,13078,13079,13080,13081,13082,13086,13345,13346,13347,13348,13350,13434,13435,13436,13437,13438,13444,13446,13454,13455,13456,13457,13458,13459,13460,13461,13462,13463,13464,13465,13466,13467,13470,13471,13472,13473,13478
20200101,7766,245,156,311,71,320,1192,1011,140,1355,162,560,371,176,0,110,6,4,34,0,113,1,1,6,2,4,3,10,111,31,11,40,70,8,57,20,52,78,170,52,45,50,169,54,55,29,300
20200102,11684,299,139,385,146,409,2846,1396,158,1833,278,535,534,99,0,156,21,8,52,5,185,2,1,29,1,3,6,45,176,66,18,69,107,11,71,17,48,103,166,117,54,57,341,72,87,88,445
20200103,10624,397,137,466,146,278,2450,1337,119,1851,256,471,473,49,0,112,15,7,67,14,111,6,3,20,1,3,8,35,117,63,10,68,133,11,68,17,26,77,111,61,28,31,262,60,78,85,486
20200104,11635,565,151,404,94,344,2480,1618,149,2106,306,581,496,86,0,115,6,4,57,5,240,1,1,22,0,4,15,14,156,58,4,74,67,13,87,26,41,73,168,69,65,46,165,85,55,59,460
20200105,9837,380,177,396,100,419,1570,1321,155,1816,256,410,462,71,0,107,13,1,37,3,347,2,0,32,1,4,5,14,183,70,17,42,81,15,61,10,54,76,119,80,56,41,158,91,60,64,460
20200106,14788,562,186,582,164,467,2841,1589,186,1836,426,714,1140,107,0,153,59,15,90,10,279,4,7,64,2,8,33,97,189,132,38,140,423,104,92,22,96,285,205,132,62,65,354,129,105,104,490
20200107,12059,591,188,834,137,466,0,1617,156,1792,443,608,1099,74,0,229,22,6,56,21,268,3,6,66,6,4,40,113,194,101,41,104,441,91,111,36,55,267,214,134,74,63,404,129,113,122,520
20200108,12150,588,233,504,130,513,0,1600,254,1836,511,783,1064,81,0,198,21,14,78,18,226,4,8,49,3,2,21,86,200,90,29,109,414,116,96,52,90,271,221,167,70,68,463,115,153,99,502
20200109,9748,507,167,410,156,365,0,1254,190,1380,492,624,665,72,0,128,25,25,92,20,155,6,7,109,3,8,35,87,145,94,33,118,472,88,92,28,40,236,154,131,23,60,272,92,108,102,478
20200110,11913,613,221,641,171,419,0,1613,255,2087,566,645,946,84,0,107,23,18,58,17,128,8,11,47,0,8,35,86,122,91,20,96,445,92,93,14,51,237,186,88,43,41,507,127,129,95,629
20200111,11610,662,211,635,137,487,0,1791,238,2372,440,652,679,70,0,122,13,8,74,1,824,3,0,18,0,2,15,14,188,77,7,59,87,22,93,21,50,119,179,126,67,52,214,86,69,56,570
20200112,8926,466,183,516,99,401,0,1421,208,2042,324,504,463,68,0,97,6,5,62,17,283,0,2,14,1,2,12,14,128,50,15,65,95,17,0,0,43,64,162,76,46,50,201,67,68,66,503
20200113,10767,362,173,377,172,363,0,1525,173,1540,442,721,957,90,0,126,26,7,97,18,350,3,7,96,2,9,20,83,176,97,28,100,420,113,91,45,55,262,221,169,47,62,297,117,91,91,546
20200114,10988,580,156,498,185,401,0,1525,172,1634,423,570,1038,89,0,114,32,15,75,28,254,7,8,103,1,8,19,78,158,100,39,107,409,98,89,26,41,232,190,172,63,62,342,143,84,101,519
20200115,11877,468,186,614,128,429,52,1855,286,2169,474,687,1081,37,0,124,35,11,80,27,145,4,13,46,5,8,21,67,167,100,27,110,461,91,83,13,53,254,182,117,65,42,354,103,94,111,398
20200116,15389,675,197,541,147,444,3177,1827,203,2041,472,813,1190,58,0,109,49,16,93,8,246,7,32,18,4,7,28,71,175,106,24,140,421,106,102,27,39,239,165,156,68,58,180,73,109,116,612
20200117,15207,579,173,624,120,445,3375,1850,194,2246,428,483,1193,51,0,131,20,20,79,5,228,0,9,17,2,8,21,68,159,118,26,107,410,101,0,0,40,259,186,132,57,37,301,95,98,110,602
20200118,14849,780,200,729,93,375,3654,1928,138,2714,353,580,711,112,0,81,12,10,79,3,388,2,10,11,1,3,26,19,95,41,7,86,115,16,87,4,21,98,162,46,48,32,222,77,64,39,577
20200119,11745,534,167,671,92,331,2273,1518,191,2357,270,489,609,55,0,69,4,5,41,6,321,2,7,18,1,9,10,10,53,45,9,67,114,15,89,3,40,88,134,27,61,58,181,52,76,68,505
20200120,16879,991,228,722,177,460,3466,2047,245,2418,515,653,1316,47,0,135,50,11,121,5,289,10,18,75,1,12,14,57,106,94,19,70,398,76,128,9,49,292,130,79,58,70,416,127,123,124,428
20200121,17223,1116,196,660,165,476,3508,2216,151,2236,447,735,1380,59,0,127,33,6,97,5,306,5,14,64,1,9,15,97,148,115,29,114,350,108,113,26,69,215,185,136,79,68,396,142,115,143,548
20200122,15537,775,200,408,140,404,3211,1877,223,1774,429,714,1185,22,0,108,38,18,136,10,240,4,16,157,5,1,37,86,214,130,29,111,446,113,104,32,54,251,203,209,53,93,367,111,103,144,552
20200123,17047,1007,214,615,142,489,3525,2215,203,2267,477,727,1181,40,0,97,35,5,84,4,281,11,8,82,4,10,18,79,213,128,37,119,299,71,110,33,51,281,223,167,73,71,391,123,112,118,607
20200124,17746,880,209,706,231,494,3869,2175,254,2370,436,778,1219,50,0,89,24,10,77,7,314,5,10,97,2,8,30,64,227,115,31,109,422,116,125,31,69,259,222,137,57,76,362,126,106,134,614
20200125,14993,882,247,552,129,457,3381,1988,221,2499,388,772,681,95,0,137,8,5,57,1,311,2,0,11,0,2,11,8,192,103,21,67,75,14,83,12,68,79,168,154,77,59,139,43,65,68,661
20200126,10691,525,136,433,92,320,1987,1545,168,1701,360,579,469,62,0,157,6,10,55,2,243,2,4,14,1,5,6,14,150,74,12,63,81,11,97,14,25,77,165,108,62,63,115,81,60,62,475
20200127,14424,506,151,657,131,447,3111,1729,231,1684,401,708,1022,23,0,178,19,13,113,8,237,9,19,84,3,17,19,83,178,92,28,124,420,72,115,27,40,268,168,94,62,60,243,82,89,143,516
20200128,17508,1176,239,605,111,550,3467,2076,201,2410,489,783,1377,94,0,131,24,18,63,6,240,12,12,42,0,8,14,75,136,74,15,114,448,96,92,11,47,266,216,103,77,61,553,118,148,169,541
20200129,18394,1086,222,689,152,583,3757,2282,268,2427,519,767,1455,80,0,140,43,13,63,4,347,8,11,40,0,8,19,32,165,115,24,118,427,116,84,13,64,256,218,178,73,80,512,130,120,142,544
20200130,17042,942,215,716,125,488,3280,1988,236,2103,486,827,1339,90,0,130,23,7,74,11,256,7,12,69,0,8,20,51,199,137,39,155,427,108,107,33,60,269,208,176,85,92,449,154,129,143,569
20200131,17873,970,187,694,197,583,3812,2114,251,2412,536,847,1220,84,0,164,23,10,77,9,104,4,9,45,2,2,21,69,231,140,38,114,234,72,108,49,63,246,242,184,79,73,445,168,112,137,692
20200201,15749,842,242,695,122,568,3728,1709,337,2730,514,738,801,174,0,192,15,8,48,2,0,4,9,17,0,6,10,11,155,75,10,52,123,24,105,10,43,113,206,83,68,45,234,87,76,68,650
20200202,11948,573,180,488,98,431,2101,1690,226,2185,337,603,637,46,0,141,9,7,45,5,1,2,4,13,0,2,7,11,169,98,18,60,96,12,92,36,49,79,179,120,72,51,185,76,72,70,572
20200203,18316,1243,59,755,176,623,3534,2259,269,2286,534,843,1433,74,0,229,31,11,72,3,0,14,9,55,2,6,28,47,261,104,45,150,411,116,132,32,75,266,229,181,75,98,544,138,164,153,547
20200204,18505,1304,0,765,190,641,3610,2222,264,2307,500,857,1503,72,0,265,43,16,30,4,2,9,8,39,2,6,36,44,158,91,33,138,398,99,150,68,61,318,259,203,71,101,587,159,150,167,555
20200205,18358,1040,0,771,188,623,3711,2253,259,2418,592,888,1351,147,0,269,21,16,48,7,2,4,7,32,4,11,17,141,250,117,24,137,410,117,144,44,24,170,237,204,64,97,493,123,147,158,578
20200206,16627,964,0,768,156,495,3592,1880,234,2199,534,815,1224,112,0,205,18,8,34,9,1,4,15,28,1,9,18,37,174,107,24,107,435,113,88,5,54,257,229,117,71,67,472,101,129,161,556
20200207,17388,1112,0,784,165,591,3957,1937,227,2285,510,743,1198,75,0,248,23,16,50,8,4,6,6,21,1,9,18,67,214,113,21,104,393,134,144,32,37,225,245,156,50,59,444,101,107,156,592
20200208,15239,839,0,649,149,521,3613,1780,276,2720,483,739,635,81,0,175,10,7,29,5,2,2,8,19,0,2,15,17,169,98,13,101,134,22,132,30,52,104,222,100,70,52,218,100,67,88,691
20200209,7762,471,0,439,92,312,1033,1028,143,1647,202,535,321,41,0,120,4,4,19,2,0,1,1,7,0,0,0,3,137,26,12,48,58,2,69,28,9,51,127,72,31,38,117,52,43,31,386
20200210,15379,1063,0,517,173,433,3348,1663,221,2116,474,672,1195,55,0,223,21,15,33,7,3,10,16,47,0,9,23,37,189,105,25,124,428,97,130,26,48,237,200,130,54,52,421,93,96,164,386
20200211,16682,1117,1,657,162,565,3462,1710,257,2207,600,783,1277,63,0,166,32,13,155,10,0,3,26,42,1,13,20,61,195,101,22,123,415,88,120,8,49,272,223,86,55,112,543,100,127,160,480
20200212,16880,870,0,680,177,657,3585,1772,271,2175,543,823,1267,71,0,207,28,19,163,16,1,10,16,56,1,4,21,131,175,77,22,118,301,59,107,9,50,250,237,151,80,128,476,117,141,156,662
20200213,16299,1016,0,536,167,463,3387,1948,246,2296,468,734,1123,41,0,210,23,11,75,15,2,2,8,42,1,4,17,52,188,101,37,103,224,81,87,20,48,244,163,150,64,112,454,117,107,185,927
20200214,17608,1011,0,691,175,467,4030,2195,250,2459,546,800,1095,75,0,225,33,15,62,1,6,10,9,32,2,9,28,37,172,130,35,101,230,33,111,34,32,127,223,196,66,104,459,116,121,155,900
20200215,11184,667,0,377,124,370,2602,1425,187,2074,288,558,401,67,0,177,8,5,37,6,7,1,1,4,0,3,2,7,167,78,22,59,80,19,70,25,15,56,159,85,52,70,136,70,58,61,504
20200216,9525,519,0,426,66,339,1565,1385,164,2062,243,550,481,15,0,113,6,2,24,3,3,2,5,1,1,4,2,4,144,47,18,46,81,15,95,7,16,61,152,64,50,42,103,66,70,56,407
20200217,16156,1082,0,571,91,482,3565,2016,244,2591,562,730,956,54,0,197,42,8,39,10,2,8,8,21,1,10,21,41,223,97,31,101,153,47,130,13,27,99,215,127,76,78,417,117,119,186,548
20200218,14973,898,0,517,93,409,3450,1993,195,2054,546,761,880,85,0,166,54,12,36,8,6,8,9,52,2,9,22,31,241,113,21,86,149,25,140,53,22,110,151,162,59,83,370,125,98,177,492
20200219,13681,925,0,469,83,372,3332,1888,196,1710,458,705,715,65,0,182,16,11,34,8,6,4,14,38,1,7,12,50,191,79,25,84,157,23,110,56,19,87,183,139,42,63,317,78,99,138,490
20200220,13951,951,0,594,132,422,3248,1769,216,2041,412,686,782,29,0,152,18,15,29,6,6,3,7,33,1,7,9,45,186,81,20,81,153,27,107,33,13,85,189,131,41,65,304,91,127,137,467
20200221,17472,1214,210,759,139,526,4167,2207,296,2461,539,792,909,49,0,205,22,12,34,12,2,5,1,27,3,10,16,25,236,97,31,88,129,16,139,69,28,92,221,175,64,72,441,151,115,136,530
20200222,15433,809,234,670,140,497,3805,1992,220,2478,425,702,733,65,0,203,11,10,32,4,4,3,1,8,0,4,4,9,245,107,13,75,103,20,101,67,28,93,236,129,68,72,208,119,66,74,546
20200223,11407,568,176,551,131,383,2377,1327,238,1940,330,592,546,21,0,163,10,6,33,3,0,3,6,7,0,0,6,10,182,62,18,49,94,28,125,29,18,76,184,93,61,41,168,73,65,111,503
20200224,15688,693,207,523,194,489,3102,1844,307,2301,463,764,1090,22,0,126,12,15,52,5,0,6,17,13,1,6,18,32,213,100,35,133,399,112,149,78,33,219,213,204,52,69,459,139,142,189,448
20200225,15436,614,204,511,187,489,3142,1928,224,1746,573,792,1064,101,0,185,19,22,42,14,8,9,15,70,2,10,33,42,190,99,29,145,476,103,126,65,26,239,173,192,40,84,408,141,117,183,554
20200226,16925,744,229,676,177,511,3398,2101,286,2197,613,835,1220,35,0,166,19,20,27,10,3,7,10,27,2,10,29,45,184,72,29,148,450,112,136,13,37,238,221,231,68,56,525,158,153,161,536
20200227,15421,644,221,505,182,539,3020,1793,273,2276,541,813,1183,80,0,155,16,40,37,9,1,11,12,20,3,6,16,31,128,72,23,126,272,66,171,9,20,193,206,149,66,48,405,118,172,197,553
20200228,13607,497,164,440,154,510,2668,1674,234,1706,480,700,939,44,0,120,14,32,45,12,3,4,14,60,2,6,16,30,212,110,24,110,380,127,137,17,25,186,182,121,41,97,285,113,108,172,592
20200229,13654,813,188,535,135,465,2772,1650,268,2776,446,732,590,54,0,148,5,15,95,2,0,2,5,8,0,5,7,16,131,51,5,73,106,21,108,4,23,57,177,109,71,30,184,81,65,71,555
